code,name,manufacturer,tier,group,slug
2271,"ЕФАТОЛ, ЗП","Himagro",econom,"Фунгіцид",efatol-zp-himagro
2272,"Жокей Екстра, КС","Himagro",econom,"Фунгіцид",zhokei-ekstra-ks-himagro
2273,"Лайфсул, ВГ","Himagro",econom,"Фунгіцид",laifsul-vh-himagro
2274,"МЕТАКАРБ, КС","Himagro",econom,"Фунгіцид",metakarb-ks-himagro
2275,"МЕТЕОР, ЗП","Himagro",econom,"Фунгіцид",meteor-zp-himagro
2276,"СНУКЕР, КС","Himagro",econom,"Фунгіцид",snuker-ks-himagro
2277,"ТЕБУФОР, КЕ","Himagro",econom,"Фунгіцид",tebufor-ke-himagro
2278,"ТІОФЕН","Himagro",econom,"Фунгіцид",tiofen-himagro
2279,"ТІОФЕН ЕКСТРА, ЗП","Himagro",econom,"Фунгіцид",tiofen-ekstra-zp-himagro
2280,"ТОНУС, КЕ","Himagro",econom,"Фунгіцид",tonus-ke-himagro
2281,"УНІВЕРСАЛ, ЗП","Himagro",econom,"Фунгіцид",universal-zp-himagro
2282,"ФІТОЛІКАР, КС","Himagro",econom,"Фунгіцид",fitolikar-ks-himagro
2283,"ФРЕГАТ, КС","Himagro",econom,"Фунгіцид",frehat-ks-himagro
2284,"ФУЗАРИН, КС","Himagro",econom,"Фунгіцид",fuzaryn-ks-himagro
2285,"Аперол, КЕ","PEST.UA",econom,"Фунгіцид",aperol-ke-pest-ua
2286,"Геймер, КС","PEST.UA",econom,"Фунгіцид",heimer-ks-pest-ua
2287,"Медіан, ТН","PEST.UA",econom,"Фунгіцид",median-tn-pest-ua
2288,"Тетріс","PEST.UA",econom,"Фунгіцид",tetris-pest-ua
2289,"Блу Бордо Дисперс, в.г.","UPL",original,"Фунгіцид",blu-bordo-dyspers-v-h-upl
2290,"Короза, ЕВ","UPL",original,"Фунгіцид",koroza-ev-upl
2291,"Малвін","UPL",original,"Фунгіцид",malvin-upl
2292,"Мікротіол Спеціал, в.г.","UPL",original,"Фунгіцид",mikrotiol-spetsial-v-h-upl
3001,"Аполло KC","Адама",original,"Інсектицид",apollo-kc-adama
3002,"Аркеро КС","Адама",original,"Інсектицид",arkero-ks-adama
3003,"Галіл КС","Адама",original,"Інсектицид",halil-ks-adama
3004,"Інверт КЕ","Адама",original,"Інсектицид",invert-ke-adama
3005,"Корморан КЕ","Адама",original,"Інсектицид",kormoran-ke-adama
3006,"Ламдекс CK","Адама",original,"Інсектицид",lamdeks-ck-adama
3007,"Маврiк EB","Адама",original,"Інсектицид",mavrik-eb-adama
3008,"Пiрiнекс Cупер KE","Адама",original,"Інсектицид",pirineks-cuper-ke-adama
3009,"Рiмон Фаст КС","Адама",original,"Інсектицид",rimon-fast-ks-adama
3010,"Цезар KE","Адама",original,"Інсектицид",tsezar-ke-adama
3011,"Белт 480 SC, КС","Байер",original,"Інсектицид",belt-480-sc-ks-baier
3012,"Біскайя 240 OD","Байер",original,"Інсектицид",biskaiya-240-od-baier
3013,"Вайєго 200SC, КС","Байер",original,"Інсектицид",vaiyeho-200sc-ks-baier
3014,"Децис 100 ЕС, КЕ","Байер",original,"Інсектицид",detsys-100-es-ke-baier
3015,"Каліпсо 480 SC","Байер",original,"Інсектицид",kalipso-480-sc-baier
3016,"Коннект 112,5 SC, КС","Байер",original,"Інсектицид",konnekt-112-5-sc-ks-baier
3017,"Конфiдор 200SL, РК","Байер",original,"Інсектицид",konfidor-200sl-rk-baier
3018,"Мовенто 100SC, КС","Байер",original,"Інсектицид",movento-100sc-ks-baier
3019,"Оберон Рапід","Байер",original,"Інсектицид",oberon-rapid-baier
3020,"Протеус 110OD, МД","Байер",original,"Інсектицид",proteus-110od-md-baier
3021,"Сіванто Енерджі 85ЕС, РК","Байер",original,"Інсектицид",sivanto-enerdzhi-85es-rk-baier
3022,"Сіванто Прайм 200SL, РК","Байер",original,"Інсектицид",sivanto-praim-200sl-rk-baier
3023,"Номолт к.с.","Басф",original,"Інсектицид",nomolt-k-s-basf
3024,"Регент 20 G","Басф",original,"Інсектицид",rehent-20-g-basf
3025,"Фастак 100","Басф",original,"Інсектицид",fastak-100-basf
3026,"Альтрон","Дефенда",original,"Інсектицид",altron-defenda
3027,"Альфа Супер","Дефенда",original,"Інсектицид",alfa-super-defenda
3028,"Атік","Дефенда",original,"Інсектицид",atik-defenda
3029,"Бомбардир","Дефенда",original,"Інсектицид",bombardyr-defenda
3030,"Бомбардир Аква","Дефенда",original,"Інсектицид",bombardyr-akva-defenda
3031,"Бомбардир Дуо","Дефенда",original,"Інсектицид",bombardyr-duo-defenda
3032,"Кайрос","Дефенда",original,"Інсектицид",kairos-defenda
3033,"Миральд","Дефенда",original,"Інсектицид",myrald-defenda
3034,"Октант","Дефенда",original,"Інсектицид",oktant-defenda
3035,"Октант Турбо","Дефенда",original,"Інсектицид",oktant-turbo-defenda
3036,"Престо","Дефенда",original,"Інсектицид",presto-defenda
3037,"Просенс","Дефенда",original,"Інсектицид",prosens-defenda
3038,"Синерид","Дефенда",original,"Інсектицид",syneryd-defenda
3039,"Твікс","Дефенда",original,"Інсектицид",tviks-defenda
3040,"Циркуль","Дефенда",original,"Інсектицид",tsyrkul-defenda
3041,"Джеронімо","Кортева",original,"Інсектицид",dzheronimo-korteva
3042,"Радіант","Кортева",original,"Інсектицид",radiant-korteva
3043,"Ріджбек","Кортева",original,"Інсектицид",ridzhbek-korteva
3044,"Трансформ, ВГ","Кортева",original,"Інсектицид",transform-vh-korteva
3045,"Боксер, КС","Нертус",econom,"Інсектицид",bokser-ks-nertus
3046,"Готіка, КС","Нертус",econom,"Інсектицид",hotika-ks-nertus
3047,"Кайзер","Нертус",econom,"Інсектицид",kaizer-nertus
3048,"Контадор Дуо, КС","Нертус",econom,"Інсектицид",kontador-duo-ks-nertus
3049,"Контадор Макси, ТН","Нертус",econom,"Інсектицид",kontador-maksy-tn-nertus
3050,"Президен, КС","Нертус",econom,"Інсектицид",prezyden-ks-nertus
3051,"Тіара, ВГ","Нертус",econom,"Інсектицид",tiara-vh-nertus
3052,"Торсіда, КЕ","Нертус",econom,"Інсектицид",torsida-ke-nertus
3053,"Фатрін КЕ","Нертус",econom,"Інсектицид",fatrin-ke-nertus
3054,"Шаман, КЕ","Нертус",econom,"Інсектицид",shaman-ke-nertus
3055,"АКІНАК","Нопосон",econom,"Інсектицид",akinak-noposon
3056,"НІРВАНА","Нопосон",econom,"Інсектицид",nirvana-noposon
3057,"Кайзо","Нуфарм",original,"Інсектицид",kaizo-nufarm
3058,"Кайзо ПРО","Нуфарм",original,"Інсектицид",kaizo-pro-nufarm
3059,"Карнадін","Нуфарм",original,"Інсектицид",karnadin-nufarm
3060,"Акарамік, КЕ","Самміт-Агро",original,"Інсектицид",akaramik-ke-sammit-agro
3061,"Аплауд, КС","Самміт-Агро",original,"Інсектицид",aplaud-ks-sammit-agro
3062,"Балазо к.е.(бiфентрiн)","Самміт-Агро",original,"Інсектицид",balazo-k-e-bifentrin-sammit-agro
3063,"Іназума, ВГ","Самміт-Агро",original,"Інсектицид",inazuma-vh-sammit-agro
3064,"Лексикон, КС","Самміт-Агро",original,"Інсектицид",leksykon-ks-sammit-agro
3065,"Моспiлан, ВП (2*200г)","Самміт-Агро",original,"Інсектицид",mospilan-vp-2-200h-sammit-agro
3066,"Нiссоран, ЗП","Самміт-Агро",original,"Інсектицид",nissoran-zp-sammit-agro
3067,"Санмайт, ЗП","Самміт-Агро",original,"Інсектицид",sanmait-zp-sammit-agro
3068,"Сілкер, КЕ","Самміт-Агро",original,"Інсектицид",silker-ke-sammit-agro
3069,"Теппекі, ВГ","Самміт-Агро",original,"Інсектицид",teppeki-vh-sammit-agro
3070,"Актара 25 WG","Сингента",original,"Інсектицид",aktara-25-wg-synhenta
3071,"Амплiго 150ZC","Сингента",original,"Інсектицид",ampliho-150zc-synhenta
3072,"Вердавіс 250 ZС","Сингента",original,"Інсектицид",verdavis-250-zs-synhenta
3073,"Вертiмек 018 ЕС","Сингента",original,"Інсектицид",vertimek-018-es-synhenta
3074,"Вертiмек НЕО 018 ЕС","Сингента",original,"Інсектицид",vertimek-neo-018-es-synhenta
3075,"Волiам флексi300 SC","Сингента",original,"Інсектицид",voliam-fleksi300-sc-synhenta
3076,"Енжіо 247 SC","Сингента",original,"Інсектицид",enzhio-247-sc-synhenta
3077,"Карате 050ЕС","Сингента",original,"Інсектицид",karate-050es-synhenta
3078,"Карате Зеон 050 CS","Сингента",original,"Інсектицид",karate-zeon-050-cs-synhenta
3079,"Лірум 78 SC","Сингента",original,"Інсектицид",lirum-78-sc-synhenta
3080,"Люфокс 105 ЕС ке","Сингента",original,"Інсектицид",lyufoks-105-es-ke-synhenta
3081,"Матч 050 ЕС","Сингента",original,"Інсектицид",match-050-es-synhenta
3082,"Пленум WG","Сингента",original,"Інсектицид",plenum-wg-synhenta
3083,"Проклейм 5SG","Сингента",original,"Інсектицид",prokleim-5sg-synhenta
3084,"Форс 1,5G","Сингента",original,"Інсектицид",fors-1-5g-synhenta
3085,"Бестселлер Турбо 200 к.с.","Терра Віта",original,"Інсектицид",bestseller-turbo-200-k-s-terra-vita
3086,"Вамп 200 ВП","Терра Віта",original,"Інсектицид",vamp-200-vp-terra-vita
3087,"Вамп 200 Дуо КС","Терра Віта",original,"Інсектицид",vamp-200-duo-ks-terra-vita
3088,"Кассент 400КС","Терра Віта",original,"Інсектицид",kassent-400ks-terra-vita
3089,"Суперкіл","Терра Віта",original,"Інсектицид",superkil-terra-vita
3090,"Антигусинь, КС","Укравіт",premium,"Інсектицид",antyhusyn-ks-ukravit
3091,"Антикліщ МАКС, КЕ","Укравіт",premium,"Інсектицид",antyklishch-maks-ke-ukravit
3092,"Антиколорад МАКС, КС","Укравіт",premium,"Інсектицид",antykolorad-maks-ks-ukravit
3093,"Антихрущ,КС","Укравіт",premium,"Інсектицид",antykhrushch-ks-ukravit
3094,"АЦ Люкс Ліквід, ЗП","Укравіт",premium,"Інсектицид",ats-lyuks-likvid-zp-ukravit
3095,"АЦ Люкс, ЗП","Укравіт",premium,"Інсектицид",ats-lyuks-zp-ukravit
3096,"Бельвін, КС","Укравіт",premium,"Інсектицид",belvin-ks-ukravit
3097,"Венон, КС","Укравіт",premium,"Інсектицид",venon-ks-ukravit
3098,"Димевіт, КЕ","Укравіт",premium,"Інсектицид",dymevit-ke-ukravit
3099,"Екзор,ТН","Укравіт",premium,"Інсектицид",ekzor-tn-ukravit
3100,"Ескаліп, КС","Укравіт",premium,"Інсектицид",eskalip-ks-ukravit
3101,"Ландін, ТН","Укравіт",premium,"Інсектицид",landin-tn-ukravit
3102,"Лювітор, КС","Укравіт",premium,"Інсектицид",lyuvitor-ks-ukravit
3103,"Люкс Максі, КС","Укравіт",premium,"Інсектицид",lyuks-maksi-ks-ukravit
3104,"Матадор, ТН","Укравіт",premium,"Інсектицид",matador-tn-ukravit
3105,"Тендор, ВГ NEW 2026","Укравіт",premium,"Інсектицид",tendor-vh-new-2026-ukravit
3106,"Туріл, ВГ","Укравіт",premium,"Інсектицид",turil-vh-ukravit
3107,"Фас","Укравіт",premium,"Інсектицид",fas-ukravit
3108,"ХімАрс (АТО ЖУК)","Укравіт",premium,"Інсектицид",khimars-ato-zhuk-ukravit
3109,"Хлорпірівіт-агро, КЕ","Укравіт",premium,"Інсектицид",khlorpirivit-ahro-ke-ukravit
3110,"Вантакор","ФМС",original,"Інсектицид",vantakor-fms
3111,"Вантекс","ФМС",original,"Інсектицид",vanteks-fms
3112,"Верімарк","ФМС",original,"Інсектицид",verimark-fms
3113,"Данадим Мікс,  к.е","ФМС",original,"Інсектицид",danadym-miks-k-e-fms
3114,"Джалентра","ФМС",original,"Інсектицид",dzhalentra-fms
3115,"Ексірель 10% с.е","ФМС",original,"Інсектицид",eksirel-10-s-e-fms
3116,"Кораген","ФМС",original,"Інсектицид",korahen-fms
3117,"Простор","ФМС",original,"Інсектицид",prostor-fms
3118,"Талстар","ФМС",original,"Інсектицид",talstar-fms
3119,"Фуфанон","ФМС",original,"Інсектицид",fufanon-fms
3120,"Актуал, КЕ","Alfa Smart Agro",premium,"Інсектицид",aktual-ke-alfa-smart-agro
3121,"Амбір, СК","Alfa Smart Agro",premium,"Інсектицид",ambir-sk-alfa-smart-agro
3122,"Арданіс, СК","Alfa Smart Agro",premium,"Інсектицид",ardanis-sk-alfa-smart-agro
3123,"Віарес, КС","Alfa Smart Agro",premium,"Інсектицид",viares-ks-alfa-smart-agro
3124,"Залп, КЕ","Alfa Smart Agro",premium,"Інсектицид",zalp-ke-alfa-smart-agro
3125,"Клондайк, ТН","Alfa Smart Agro",premium,"Інсектицид",klondaik-tn-alfa-smart-agro
3126,"Командор Гранд, ТН","Alfa Smart Agro",premium,"Інсектицид",komandor-hrand-tn-alfa-smart-agro
3127,"Командор Екстра, ТН","Alfa Smart Agro",premium,"Інсектицид",komandor-ekstra-tn-alfa-smart-agro
3128,"Логус, КС","Alfa Smart Agro",premium,"Інсектицид",lohus-ks-alfa-smart-agro
3129,"Лонгас, ЗП","Alfa Smart Agro",premium,"Інсектицид",lonhas-zp-alfa-smart-agro
3130,"Наповал, КС","Alfa Smart Agro",premium,"Інсектицид",napoval-ks-alfa-smart-agro
3131,"Нокаут Екстра, КС","Alfa Smart Agro",premium,"Інсектицид",nokaut-ekstra-ks-alfa-smart-agro
3132,"Разит, КС","Alfa Smart Agro",premium,"Інсектицид",razyt-ks-alfa-smart-agro
3133,"Сінтак, КС","Alfa Smart Agro",premium,"Інсектицид",sintak-ks-alfa-smart-agro
3134,"СуперБізон, КЕ","Alfa Smart Agro",premium,"Інсектицид",superbizon-ke-alfa-smart-agro
3135,"Флайп, КС","Alfa Smart Agro",premium,"Інсектицид",flaip-ks-alfa-smart-agro
3136,"ГЕКСОРАН, КС","Himagro",econom,"Інсектицид",heksoran-ks-himagro
3137,"ЗЕНІТ, РК","Himagro",econom,"Інсектицид",zenit-rk-himagro
3138,"КОЛОРИТ","Himagro",econom,"Інсектицид",koloryt-himagro
3139,"НЬЮСТАР","Himagro",econom,"Інсектицид",nyustar-himagro
3140,"ОПЕРКОТ АКРО, КЕ","Himagro",econom,"Інсектицид",operkot-akro-ke-himagro
3141,"РАНЧО, КС","Himagro",econom,"Інсектицид",rancho-ks-himagro
3142,"ТАУРУС, ЗП","Himagro",econom,"Інсектицид",taurus-zp-himagro
3143,"ФАРАОН, КЕ","Himagro",econom,"Інсектицид",faraon-ke-himagro
3144,"ФОСТРАН, КЕ","Himagro",econom,"Інсектицид",fostran-ke-himagro
3145,"Альберто,ТН","PEST.UA",econom,"Інсектицид",alberto-tn-pest-ua
3146,"Андерс, КЕ","PEST.UA",econom,"Інсектицид",anders-ke-pest-ua
3147,"Лайнер, ТН","PEST.UA",econom,"Інсектицид",lainer-tn-pest-ua
3148,"Лютер, КЕ","PEST.UA",econom,"Інсектицид",lyuter-ke-pest-ua
3149,"Форинт, КЕ","PEST.UA",econom,"Інсектицид",forynt-ke-pest-ua
3150,"Вепо","UPL",original,"Інсектицид",vepo-upl
3151,"Версар, КЕ (Суперкіл)","UPL",original,"Інсектицид",versar-ke-superkil-upl
4001,"Еко Ойл Спрей","Адама",original,"Протруйник",eko-oil-sprei-adama
4002,"Сферіко ТН","Адама",original,"Протруйник",sferiko-tn-adama
4003,"Еместо Сільвер","Байер",original,"Протруйник",emesto-silver-baier
4004,"Еместo Квантум 273,5 FS, ТН","Байер",original,"Протруйник",emesto-kvantum-273-5-fs-tn-baier
4005,"Редіго М 120FS","Байер",original,"Протруйник",rediho-m-120fs-baier
4006,"Февер","Байер",original,"Протруйник",fever-baier
4007,"Детер","Басф",original,"Протруйник",deter-basf
4008,"Іншур Перформ т.к.с","Басф",original,"Протруйник",inshur-perform-t-k-s-basf
4009,"Кiнто Дуо, КС","Басф",original,"Протруйник",kinto-duo-ks-basf
4010,"Кiнто Плюс","Басф",original,"Протруйник",kinto-plyus-basf
4011,"Мерівон Про","Басф",original,"Протруйник",merivon-pro-basf
4012,"Систiва т.н","Басф",original,"Протруйник",systiva-t-n-basf
4013,"Стандак ТОП","Басф",original,"Протруйник",standak-top-basf
4014,"Арес","Дефенда",original,"Протруйник",ares-defenda
4015,"Бастіон","Дефенда",original,"Протруйник",bastion-defenda
4016,"Латіна","Дефенда",original,"Протруйник",latina-defenda
4017,"Метакса","Дефенда",original,"Протруйник",metaksa-defenda
4018,"Фуксія","Дефенда",original,"Протруйник",fuksiya-defenda
4019,"Хлорис","Дефенда",original,"Протруйник",khlorys-defenda
4020,"Лумівія","Кортева",original,"Протруйник",lumiviya-korteva
4021,"Лумісена","Кортева",original,"Протруйник",lumisena-korteva
4022,"Лумітрео","Кортева",original,"Протруйник",lumitreo-korteva
4023,"Луміфлекс","Кортева",original,"Протруйник",lumifleks-korteva
4024,"Тібарі","Кортева",original,"Протруйник",tibari-korteva
4025,"Бакаш, ТН","Нертус",econom,"Протруйник",bakash-tn-nertus
4026,"Тринаванта, ТН","Нертус",econom,"Протруйник",trynavata-tn-nertus
4027,"БРИГІД","Нопосон",econom,"Протруйник",bryhid-noposon
4028,"Нупрiд 600","Нуфарм",original,"Протруйник",nuprid-600-nufarm
4029,"Вінцит 050SC, КС","Самміт-Агро",original,"Протруйник",vintsyt-050sc-ks-sammit-agro
4030,"Актелік 500EC","Сингента",original,"Протруйник",aktelik-500ec-synhenta
4031,"Апрон XL 350 FS","Сингента",original,"Протруйник",apron-xl-350-fs-synhenta
4032,"Атува 4*4","Сингента",original,"Протруйник",atuva-4-4-synhenta
4033,"Вайбранс Интеграл 235FS","Сингента",original,"Протруйник",vaibrans-yntehral-235fs-synhenta
4034,"Вайбранс PREMIUM 90FS","Сингента",original,"Протруйник",vaibrans-premium-90fs-synhenta
4035,"Вайбранс RFS 112,5FS","Сингента",original,"Протруйник",vaibrans-rfs-112-5fs-synhenta
4036,"Вайбранс TRIO 60FS","Сингента",original,"Протруйник",vaibrans-trio-60fs-synhenta
4037,"Віксеран25*250","Сингента",original,"Протруйник",vikseran25-250-synhenta
4038,"Дівідент Стар 036","Сингента",original,"Протруйник",divident-star-036-synhenta
4039,"Круізер 350 FS","Сингента",original,"Протруйник",kruizer-350-fs-synhenta
4040,"Круiзер OSR 322 FS","Сингента",original,"Протруйник",kruizer-osr-322-fs-synhenta
4041,"Максим 025 FS","Сингента",original,"Протруйник",maksym-025-fs-synhenta
4042,"Максим форте 050 FS","Сингента",original,"Протруйник",maksym-forte-050-fs-synhenta
4043,"Максім XL 035 FS","Сингента",original,"Протруйник",maksim-xl-035-fs-synhenta
4044,"Премакс","Сингента",original,"Протруйник",premaks-synhenta
4045,"Селест МАХХ 165 FS","Сингента",original,"Протруйник",selest-makhkh-165-fs-synhenta
4046,"Селест Топ 312,5 FS","Сингента",original,"Протруйник",selest-top-312-5-fs-synhenta
4047,"Даліла 600 ТН","Терра Віта",original,"Протруйник",dalila-600-tn-terra-vita
4048,"Пассаж 190ТН","Терра Віта",original,"Протруйник",passazh-190tn-terra-vita
4049,"Баріон,ЕН","Укравіт",premium,"Протруйник",barion-en-ukravit
4050,"Паскаль, ТН","Укравіт",premium,"Протруйник",paskal-tn-ukravit
4051,"Вінцит Форте","ФМС",original,"Протруйник",vintsyt-forte-fms
4052,"Пікус 600","ФМС",original,"Протруйник",pikus-600-fms
4053,"БАКТОЛАЙВ СІД, ЗП","Himagro",econom,"Протруйник",baktolaiv-sid-zp-himagro
4054,"БІМАКС, ТН","Himagro",econom,"Протруйник",bimaks-tn-himagro
4055,"НІТРОГЕН КВІК, РК","Himagro",econom,"Протруйник",nitrohen-kvik-rk-himagro
4056,"НІТРОГЕН Т, ЗП","Himagro",econom,"Протруйник",nitrohen-t-zp-himagro
4057,"НОМІНАЛ УЛЬТРА, ТН","Himagro",econom,"Протруйник",nominal-ultra-tn-himagro
4058,"СИДГАРД, ТН","Himagro",econom,"Протруйник",sydhard-tn-himagro
4059,"ТЕБУЗАН УЛЬТРА, ТН","Himagro",econom,"Протруйник",tebuzan-ultra-tn-himagro
4060,"ТІАБЕН Т, ТН","Himagro",econom,"Протруйник",tiaben-t-tn-himagro
4061,"ТРІОЛАН, ТН","Himagro",econom,"Протруйник",triolan-tn-himagro
4062,"Вітавакс","UPL",original,"Протруйник",vitavaks-upl
5001,"Диквалан","Дефенда",original,"Десикант",dykvalan-defenda
5002,"Диквалан Макс","Дефенда",original,"Десикант",dykvalan-maks-defenda
5003,"Реглон АІР 200","Сингента",original,"Десикант",rehlon-air-200-synhenta
5004,"Реглон Форте 200","Сингента",original,"Десикант",rehlon-forte-200-synhenta
5005,"Десикант Ейр, РК","Укравіт",premium,"Десикант",desykant-eir-rk-ukravit
5006,"Десикант Макс, РК","Укравіт",premium,"Десикант",desykant-maks-rk-ukravit
5007,"Десикант, РК","Укравіт",premium,"Десикант",desykant-rk-ukravit
5008,"Альфа-Дикват Форте, РК","Alfa Smart Agro",premium,"Десикант",alfa-dykvat-forte-rk-alfa-smart-agro
5009,"Альфа-Дикват, РК","Alfa Smart Agro",premium,"Десикант",alfa-dykvat-rk-alfa-smart-agro
5010,"ДИКВАТ, РК","Himagro",econom,"Десикант",dykvat-rk-himagro
5011,"МЕГА ДИКВАТ, РК","Himagro",econom,"Десикант",meha-dykvat-rk-himagro
5012,"Батман, РК","PEST.UA",econom,"Десикант",batman-rk-pest-ua
6001,"Аміно Ксеріон","Адама",original,"Регулятор росту",amino-kserion-adama
6002,"Експерт Гроу","Адама",original,"Регулятор росту",ekspert-hrou-adama
6003,"Кальма КЕ","Адама",original,"Регулятор росту",kalma-ke-adama
6004,"Цикоган РК","Адама",original,"Регулятор росту",tsykohan-rk-adama
6005,"Церон 480 SL, РК","Байер",original,"Регулятор росту",tseron-480-sl-rk-baier
6006,"Медакс ТОП, КС","Басф",original,"Регулятор росту",medaks-top-ks-basf
6007,"Регалiс Плюс","Басф",original,"Регулятор росту",rehalis-plyus-basf
6008,"Терпал РК","Басф",original,"Регулятор росту",terpal-rk-basf
6009,"Тава","Дефенда",original,"Регулятор росту",tava-defenda
6010,"Стімулейт","Кортева",original,"Регулятор росту",stimuleit-korteva
6011,"Кампосан eкстра SL","Нуфарм",original,"Регулятор росту",kamposan-ekstra-sl-nufarm
6012,"Мокса 250","Нуфарм",original,"Регулятор росту",moksa-250-nufarm
6013,"Стабiлан 750 SL","Нуфарм",original,"Регулятор росту",stabilan-750-sl-nufarm
6014,"Еріні, КЕ","Самміт-Агро",original,"Регулятор росту",erini-ke-sammit-agro
6015,"Келпак РК","Терра Віта",original,"Регулятор росту",kelpak-rk-terra-vita
6016,"Меквалан 750 РК","Терра Віта",original,"Регулятор росту",mekvalan-750-rk-terra-vita
6017,"Брілон,РК","Укравіт",premium,"Регулятор",brilon-rk-ukravit
6018,"Гулівер РК (Берегиня)","Укравіт",premium,"Регулятор",huliver-rk-berehynya-ukravit
6019,"Альфа-Етафон, РК","Alfa Smart Agro",premium,"Регулятор",alfa-etafon-rk-alfa-smart-agro
6020,"АКУРА","Himagro",econom,"Регулятор",akura-himagro
6021,"СТОПРОСТ, РК *","Himagro",econom,"Регулятор",stoprost-rk-himagro
6022,"Рутер, РК","UPL",original,"Регулятор росту",ruter-rk-upl
7001,"Бiопауер","Байер",original,"Адʼювант",biopauer-baier
7002,"Меро КЕ","Байер",original,"Адʼювант",mero-ke-baier
7003,"Метолат","Басф",original,"Адʼювант",metolat-basf
7004,"Сулфат Амонію","Басф",original,"Адʼювант",sulfat-amoniyu-basf
7005,"Турбо","Басф",original,"Адʼювант",turbo-basf
7006,"Супер-Мачо","Дефенда",original,"Адʼювант",super-macho-defenda
7007,"Біофорж","Кортева",original,"Адʼювант",bioforzh-korteva
7008,"Віволт","Кортева",original,"Адʼювант",vivolt-korteva
7009,"Тренд 90","Сингента",original,"Адʼювант",trend-90-synhenta
7010,"ПАВ Вопро Вет","Терра Віта",original,"Адʼювант",pav-vopro-vet-terra-vita
7011,"ПАВ Вопро Голд","Терра Віта",original,"Адʼювант",pav-vopro-hold-terra-vita
7012,"ПАВ Максимум","Терра Віта",original,"Адʼювант",pav-maksymum-terra-vita
7013,"ПАВ Саф","Терра Віта",original,"Адʼювант",pav-saf-terra-vita
7014,"Айворі плюс","Укравіт",premium,"Адʼювант",aivori-plyus-ukravit
7015,"Інгрес, адьювант","Укравіт",premium,"Адʼювант",inhres-adyuvant-ukravit
7016,"Рапс-клей, КЕ","Укравіт",premium,"Адʼювант",raps-klei-ke-ukravit
7017,"Супресор, піногасник","Укравіт",premium,"Адʼювант",supresor-pinohasnyk-ukravit
7018,"Ол Клиар Екстра","ФМС",original,"Адʼювант",ol-klyar-ekstra-fms
7019,"Тренд 90","ФМС",original,"Адʼювант",trend-90-fms
7020,"Альфалип Екстра, РК","Alfa Smart Agro",premium,"Адʼювант",alfalyp-ekstra-rk-alfa-smart-agro
7021,"Альфалип, РК","Alfa Smart Agro",premium,"Адʼювант",alfalyp-rk-alfa-smart-agro
7022,"Бустер, РК","Alfa Smart Agro",premium,"Адʼювант",buster-rk-alfa-smart-agro
7023,"Омега Екстра, КЕ","Alfa Smart Agro",premium,"Адʼювант",omeha-ekstra-ke-alfa-smart-agro
7024,"Піноль, ЕВ","Alfa Smart Agro",premium,"Адʼювант",pinol-ev-alfa-smart-agro
7025,"Сігма, РК","Alfa Smart Agro",premium,"Адʼювант",sihma-rk-alfa-smart-agro
7026,"Цивік, ВК","Alfa Smart Agro",premium,"Адʼювант",tsyvik-vk-alfa-smart-agro
7027,"БОНА ПЛЮС, РК","Himagro",econom,"Адʼювант",bona-plyus-rk-himagro
7028,"БОНА СУПЕРВЕТ, РК","Himagro",econom,"Адʼювант",bona-supervet-rk-himagro
7029,"ПОЛІАМІН, ВР","Himagro",econom,"Адʼювант",poliamin-vr-himagro-2
7030,"ПРОЛІФ","Himagro",econom,"Адʼювант",prolif-himagro
7031,"Супер Р-оіл, К","Himagro",econom,"Адʼювант",super-oil-k-himagro
7032,"Кайт, РК","PEST.UA",econom,"Адʼювант",kait-rk-pest-ua
7033,"Сільвет Голд","UPL",original,"Адʼювант",silvet-hold-upl
8001,"Фосміній, табл.","Нертус",econom,"Родентицид",fosminii-tabl-nertus
8002,"МЕГАЛИП ПАУЕР","Нопосон",econom,"Родентицид",mehalyp-pauer-noposon
8003,"Талон RB (PELLETS)","Сингента",original,"Родентицид",talon-rb-pellets-synhenta
8004,"Талон RB (WAX BLOCK)","Сингента",original,"Родентицид",talon-rb-wax-block-synhenta
8005,"Бромакем ПР","Терра Віта",original,"Родентицид",bromakem-pr-terra-vita
8006,"Бродівіт, Р","Укравіт",premium,"Родентицид",brodivit-r-ukravit
8007,"Джин, ТБ","Alfa Smart Agro",premium,"Родентицид",dzhyn-tb-alfa-smart-agro
8008,"Номайс, розчин","Alfa Smart Agro",premium,"Родентицид",nomais-rozchyn-alfa-smart-agro
8009,"АНТИМИША, ГП","Himagro",econom,"Родентицид",antymysha-hp-himagro
1354,"Апріорі ВГ+Адгейзі (1:6)","Адама",original,"Гербіцид",apriori-vh-adheizi-1-6-15-adama
1355,"Мiстраль ВГ","Адама",original,"Гербіцид",mistral-vh-5-adama
1356,"Пендiган KC","Адама",original,"Гербіцид",pendihan-kc-10-adama
1357,"Султан КС","Адама",original,"Гербіцид",sultan-ks-5-adama
1358,"Тiтус","Кортева",original,"Гербіцид",titus-10x500-korteva
1359,"Тiтус Екстра","Кортева",original,"Гербіцид",titus-ekstra-10x250-korteva
1360,"Селект","UPL",original,"Гербіцид",selekt-5-upl
1361,"Експрес 75 в.г","ФМС",original,"Гербіцид",ekspres-75-v-h-10x500-fms
1362,"Експрес Голд","ФМС",original,"Гербіцид",ekspres-hold-10x350-fms
